name,title,rating,date,text,helpful_vote
Amazon Customer,FAKE AND POTENTIALLY HARMFUL SUBSTANCE !!!,1,27 April 2021,"Fake product, had serious side effects just with 1 sip of this thing, it's definitely not whey protein. It's smelled and tasted aweful. No support from seller when I had requested for refund , please go for other brands but this, please be careful and always authenticate your purchase before consumption or else it could be fatal if the product is a fake like this one . Very disturbed and disappointed@bigmusclesnutrition.",
KARTIKAY AWASTHI,Fake products with proofs,1,24-Sep-20,"Pack I ordered last month and this month are way different, one brand will not make one kind of whey in two different packages and even flavors are different this pack I got is totally fake  there is a hint of coffee in flavor and there is a taste of sugar crystal all over. Buy BM when with transparent box only.",
Mayank Gupta,Good product in this price range,5,9-Jun-21,"This is my first time, with this brand big muscle.lets talk about things i like about this product~- brand wise big name in indian market-belgium chocolate is a great flavour for a smoothie- mixability of this product is pitty good- i also use this powder in some recipes like pan cake, protein bars etc and it taste just fineand as per the label protein content is also greatoverall nice product.",
verified purchaser shruti,pathetic quality,1,19-Aug-21,dont buy unless you want to drink sugar and milk powder. This product has paid reviews only! Worst quality protein. you can actually see dirt in the product . Just because it is little cheap doesn’t mean that it is worth buying. Rather don’t drink protein and take natural food . Again i repeat NOT WORTH IT.,
Pooja Srisrimal,Very bad flavor,2,29-Jul-22,"This brand is ver good for their protein powders and flavors. I really like the Belgian chocolate flavor but i decided to try another flavor and chose cookies and cream. The second i tasted it, i knew it was too sweet and didn’t sit right in my stomach. I ended up just chugging it all only to puke it out an hour later. I tried again later in the evening after my workout and the same happened. I drank it just to puke it out. And any other foods i had in the day didn’t upset my stomach like this shake. If you’re looking for a protein powder, this bran is really good but not the cookies and cream flavor",
Shivratna ingale,This protein gives only 13 gram protein in one scoop,1,9-Jul-22,This product is fake because i watched so many videos on YouTube about this protein... All YouTuber tested this in lab and their lab test say's very low protein in this product..... I got that answer why this product price is so low..... I will not buy again this protein and this company product.... If you are seeing this message BM then reply why the lab report showing low protein in the product...!!!!!!!!!!!!!,
Curren,Ordered for the second time but tasted different this time(bad),1,20-Jul-21,I’m really disappointed with it’s after sale service.I had order this product for the second timeAnd ordered the same flavour as beforeBut this time the taste was real bad like kinda overcooked.I had 2-3 scoops but then itna ganda lagne laga ki i was just done.So i called the feedback team to tell them about the product but she was like you got the genuine product and product is totally fine.I told her that I ordered it for the second time and the taste is real bad.But she was just saying you won’t get any refund or exchange.I was like don’t give me refund but atleast send your team to take it for R&d process so that to check what’s the actual problemReal bad.Never buying again.,
Ravi B.,Think before and take ur decision single dought in mind felt regret for month,1,11-Jun-21,"Sticker on packing, it's being doutfull to ur mind, are u consuming OG product?,Insted of going through dought in mind go through other product, I get strawberry falver inside, test is not actually better, it's feel u r taking something artificial thing, before buying I also read above + ve review, will not recommend to buy,Consuming from last 2 weeks not observing myself closely not so effective.",
Umam KHAN,Good protein,5,17-Jun-21,"Product comes with great amount of protein in it. The flavor delivers by big muscle nutrition is out standing.  All the protein management is done very accurately from its protein content to its absorbency,  its flavor,  its mixibility,  its  bioavailability; all are perfectly organised.  Highly suitable for beginners.",
Abhishek Tiwari,First Whey_Okay_Have nothing to compare it too,4,13-May-22,"Only add on I have to make is People complaining about it's sweetness.....Yes it is and it is not.Feels sweet and chip-Chipa when taken with milkFeels ok when taken with water...Also, some videos I have seen making fun of this brand using name Big Chustleas..... Telling it has Sugar and Malto Dextrin put in it.....i could not clarity over it..... So a bit confused even after using it....Regarding mixability, It seemed not to cause any problem... Atleast to me..... Depends on whether you put water and then powder or powder and then water... Or water powder and water.... Try whichever combo works",
Anu sharma,Not for everyone,2,4-Jun-22,It includes sucralose which is way more sweeter than refined sugar. It is too sweet to have it you don't consume high sugar quantity. It is not suitable for diabetes and people with insulin resistance or pcos. If you don't have any of these issues you can have it for muscle building or to fulfill daily protien need.,
Satyam M.,Excellent for Beginners,5,27 April 2022,Taste is excellent.Verified Purchase from BigMuscles Official Website.Also have tested MuscleBlaze product and it was ok ok.So I would recommend this over MB.Great with Milk but it takes a lil time to digest so take cold water instead and it blends easily.I take 1 Cup of Protein Powder1 Cup of Oats2 BananasSome Dry FruitsAnd grind them in mixer grinder with cold water and it tastes excellent.1Kg took me 2 Months to finish daily once after workout.And the result was pretty effective I would say. Just go for it. It won't disappoint. Bought this after a lots of research so I'm pretty happy.,
