"review_name","review_rating","review_title","review_text","review_helpful_vote"
"prema","1.0 out of 5 stars","Started Leak","Started leaking lid is not good we are very disponted with product we want return",""
"SANJAY KUMAR","4.0 out of 5 stars","Useful","Build quality is good. Sturdy material.",""
"srikanth dharma sastha","1.0 out of 5 stars","Used and damaged product was delivered","Seal was broken,bottle sticker was scratched already and there is a dent which makes the water to leak.worst and cheap from amazon.expected better services and checks before delivery",""
"Kabita Dash","4.0 out of 5 stars","Very good","Durable",""
"Ramanathan Subramanian","3.0 out of 5 stars","Alternative to Plastic Bottle","This is a good product. But an alternative to Plastic Bottle",""
"SHAJI P.V","5.0 out of 5 stars","Good","Durability",""
"Arnab Ghosh","4.0 out of 5 stars","Leak proof good product","Leak proof. Fine outside wall finish. Looks good, however not sturdy.",""
"Eshwar Reddy","1.0 out of 5 stars","Water leakage from bottles","Water is leaking from bottles.I want return it back",""
"shriya, bangalore","1.0 out of 5 stars","It leaks!","The bottle is not leakproof it leaks so much!",""
"Amazon Customer","5.0 out of 5 stars","Very strong and classic product","Looks are good, very compatible, i keep them with water in the fridge and take it to office directly, water stays cool.",""
"GULSHAN","4.0 out of 5 stars","Worth for money","Best deal with affordable price",""
"Srihari V","5.0 out of 5 stars","It will last long and no leaks","Update after few months and several drops: it is so much better than I thought. It got few dents. But lo leakage at all. Definitely recommend to buy this. Bought 3 pack in offer.
Initial review: Material doesn't seem to be long lasting. It is very light weight, feels fragile, might not survive drops. For this price, I don't think the quality is good",""
"ishita mitra","3.0 out of 5 stars","Average product quality.","Gum of the cap is not good.",""
"Ashish","4.0 out of 5 stars","Good","Bottle doesn't lost his shine after 4 month of use. Leak proof is not that good. Overall: Good and Value for money",""
"sarimul choudhury","1.0 out of 5 stars","Not Good","Water leaks, also cap not fitting properly",""
"Arpita Das","5.0 out of 5 stars","এটা আমার খুবই ভালো লেগেছে কারণ এর হালকা ওজনের জন্য","আমি এটা স্কুলে নিয়ে যাওয়ার জন্য ব্যাবহার করছি",""
"Mohammed Ahsan","3.0 out of 5 stars","Material is very thin","The material is very thin.. if you put hot water you can’t hold it..",""
"Pradip modak","5.0 out of 5 stars","Nice prodct👍","I order 3items of same quantity and price...all 3 items are deliver to me without any damage👌.....those are easy to clean but caps of those are not so good as i expect👎...... without that every thing is okay👍....",""
"shobha","4.0 out of 5 stars","Good purchase","Quiet handy ..easy to clean and maintain.
Have been using this for a month now on a daily basis and feeling satisfied with my purchase.",""
"Amazon Customer","4.0 out of 5 stars","Good","Good",""
"Tej","4.0 out of 5 stars","Worth the money","Worth the money",""
"Saurabh Yadav","5.0 out of 5 stars","Quality is very good","Good product koe problem nahi hai",""
"Nalini","4.0 out of 5 stars","Very useful and easy to carry.","I like the product. Its easy to carry. The bottle is not much weight. Leak proof",""
"Shatabda Bhattacharya","3.0 out of 5 stars","Bottle cap has issue..not tightening properly","Bottle cap has issue..not tightening properly",""
"Karthik","2.0 out of 5 stars","Poor quality","I had ordered for 2 bottles of Milton stainless steel bottles. Among the two, one bottle was damaged in the bottom, package was poor. It's surely is a returned product which was resend to me. Amazon should look into it. The returned products should not be send to another customer. The bottles quality is also poir. It is very thin and light weight. Will easily get damaged. The lid is thick due to inner plastic. But it is not easy to close the lids. Overall it is a poor product. Avoid it",""
"Deekshna","3.0 out of 5 stars","Good buy","Used bottle was delivered to me. I found droplets of water inside with a mild fungal stink. Disappointing to know milton directly selling such used products. Retained it though for the quality.",""
"Kunal Patole","1.0 out of 5 stars","not durable at all","it is not durable at all if you drop it even from the desk it will get dents and scratches, mine even leaked.",""
"MOHAN Singh","1.0 out of 5 stars","Very bad quality","Isko mat kharido Thode Dinon ke bad hi damage ho gai quality acchi Nahin Hai",""
"Abhijit s.","3.0 out of 5 stars","No comments","",""
"Amazon Customer","5.0 out of 5 stars","Nice product by Milton","One of the best product in this price range.",""
"Rajeev Mathur","1.0 out of 5 stars","Not satisfied","No satisfied",""
"Prabhavathy K","3.0 out of 5 stars","Good product","Moodi sariya moodudha enna nu therila two times check pannanum",""
"Santosh","4.0 out of 5 stars","Worth","Gud product",""
"Bhargavi P S","4.0 out of 5 stars","Nice and leakproof","Good quality.",""
"Suvo","4.0 out of 5 stars","Worth the money","Quality is good. Neat and clean design. No extra tilt or design elements. A safe and utility element.",""
"Aditi Sengupta","4.0 out of 5 stars","Nice bottle","I like the bottle. Light weight, single wall. Leak proof.",""
"Nitin","1.0 out of 5 stars","not good","not good product and not cool and water",""
"PRIYANSHU","4.0 out of 5 stars","Its good in this budget","Its good in this budget 1 year warnty",""
"Sathish","1.0 out of 5 stars","Poor quality product","Poor product quality from Milton.. really I didn't expect this from Milton..water leakage in water bottle",""
"Shravan H","4.0 out of 5 stars","Good Quality, Seal came broken","The quality is good. But the product came delivered with the seal broken on the outer box. The bottle was new and undamaged however.",""
"sarika","5.0 out of 5 stars","Amazing quality as expected","Very handy and great quality. It's fully leak proof and easy to wash.",""
"Amazon Customer","1.0 out of 5 stars","Water leaking problem","Water leaking problem",""
"vikramsinh kumbhar","5.0 out of 5 stars","Very good","Gooood",""
"Ash alex","5.0 out of 5 stars","Good product 👍","It's a good product and it's from Milton so u can trust the product.. there is one thing which is that it's not durable but don't worry durable enough to carry your water but u can't fight with it overall it's a wonderful product m using it sice 4 month and it's good.. buy it without having a second thought 💭",""
"Ranjith Vishnuvardhan","2.0 out of 5 stars","Cap build quality poor","Cap has two parts, plastic part (screw) and metal shell. Both of these parts are not bonded together properly. Also overall build quality is not up to the mark
Not worth the money you pay.",""
"B S DUBEY","1.0 out of 5 stars","Don't buy very cheap product","This is normal bottle not in hot and cold
One layer thick steel wasted money",""
"Amazon Customer","1.0 out of 5 stars","very very poor quality","very poor quality matertial. bottle fee down and a hole was made and water leaking. kindly refund my money or replace the bottle",""
"aishwarya","4.0 out of 5 stars","Average","I wish the metal was a little more sturdier. It serves the pupose though. Also, it rusts easily than others. I would not recommend for purcahse",""
"Naveen Garapati","4.0 out of 5 stars","Leak proof, thin wall","Leak Proof,
Thin wall, not a solid one looks delicate, need to handle with care might get dent easily with small pressure or drop",""
"Jasdeep","1.0 out of 5 stars","Not worth","Product not genuine. As same product buy local area. Quality good but from Amazone product looks duplicate and expensive also rather than local",""
"k.santhosh","1.0 out of 5 stars","Received incomplete product","I'm not sure if i received bottle from Milton. Bottle cap look unfinished. I didn't expect such bad quality from Milton.
First bottle i ordered recived with a dent. Requested for replacement received bottle with cap unfinished and i can clearly see the welding joints.","One person found this helpful"
"Parash","4.0 out of 5 stars","Good buy","It does the job . Easy to maintain.",""
