"review_name","review_rating","review_title","review_review_text","review_helpful_vote"
"KiranRajPatil","4.0 out of 5 stars","First time Apple User","Simple and Straight Review after 1 month.
Pros:
Easy to Use
Perfect Design
Lovely interface
Excellent Camera
Customisation Features are many
Processing is at its best
Turning off background running of apps and customising permissions features
Cons:
Phone Heats too much
Screen Brightness/ Resolution compared to 1+
Slow charging compared to Other Smartphones
Battery backup is not so good.
More possibilities of getting scratch on the back panel and Camera lenses
Gallery not so interesting as Google photos
Maps not so interesting as Google maps
Very Expensive
Phone Dail feature is not so good at suggestions like in Android.
* Ex-OnePlus User, IPhone was gifted to me,
How to console yourself? consider it as an investment for long term.","3 people found this helpful"
"Rajat Kumar Kasaudhan","5.0 out of 5 stars","Superb product","Superb product",""
"Satish kumar dwivedi","5.0 out of 5 stars","Superb quality","I am satisfied with iphone quality",""
"Imran khan","4.0 out of 5 stars","Product is good but heating problem.","",""
"Livika aye","5.0 out of 5 stars","Original","The product is original! iPhone 12 is litttt",""
"Sunny Patel","5.0 out of 5 stars","Best as always.","Seems to good.",""
"Huzaifa Shaikh","4.0 out of 5 stars","A good device. But a lot of unnecessary hassles involved to get the most basic things done.","Don not buy an iPhone if you need things done smoothly. Most day to day tasks will be smooth. But as soon as you decide to transfer files or send original quality photos, you'll have to go through a lot of different steps to get that done. The sheer peace of mind a person using Android has, an iPhone user doesn't. Unless the user doesn't care about quality of photos, sharing, etc.","One person found this helpful"
"Albin sunny","5.0 out of 5 stars","Just Lit","Battery life perfect for a day.
Worth every single penny.",""
"Piyush Kumar","3.0 out of 5 stars","Phone is great but iOS sucks","First of all, I don't know why people here are leaving misleading reviews, I didn't feel any sort of heating issue or something like that, neither my phone is damaged nor it is refurbished. These sort of reviews are only making other people sceptical.
Now let's talk about the cell phone itself.
It is great, I love it. The reason why I gave 3 stars is because I have been an android user before this device and I am being honest right now :-
iOS sucks in terms of user experience, Android is easy to use and makes a lot of sense (believe me, I was a hardcore android user, I didn't only use it for playing games and making calls). In iOS I kinda feel like being constraint.
let me give you few example, which are quite obvious but still not in iOS:-
1. Notifications
- You can't reply through notifications.
- Notifications from a similar user/ sender do bundle, but you can only see the latest message (You can't just swipe down on notification to preview the messages)
- if you want to remove a particular notification then you have to swipe two times to the left. If you swiped right then it will open the message for you (lol).
- Notifications are so huge, sometimes it's really painful to scroll through all the notifications.
2. App library
- It has something called app library, they thought it'd be cool to make one but by giving their own flavor. They bundled things in their respective folder not like in android where each icon represent an app. You have to explicitly click on search(app library) to see all apps in the list view or to search an app. Just copy android, no one is slapping you in the face for that.
3. whatsapp
- Using whatsapp is really frustating sometimes.
- To send some media to a contact, there are three processes. Two times it will do preparing and then one time it will do the sending (finally). if you are sending some big media to someone then you can literally get a 15 min power nap and then grab a cup of coffee and drink it, still there might be chances that the iOS would be in one of the preparing process.
- Sometimes when you click on someone's profile then instead of opening the user's profile, whatsapp tends to scroll to the location from where that current day chats are starting (I think that is whatsapp's issue not iOS)
- You can't directly send any media as a document (preserving it's quality). There are steps to do that too.
The above points are few examples, I will keep updating them as per my experience.
I am not saying iOS is slow or the phone's hardware is bad, it's actually quite opposite of bad, it's fast and amazing.
I just hated the user experience domain of iOS. It really really sucks. iOS should bluntly copy the android things so that the HARDCORE IPHONE USERS will know what user experience they were missing.","26 people found this helpful"
"Raju","5.0 out of 5 stars","Super","Super",""
"akash sharma","5.0 out of 5 stars","best product","",""
"Rohan Mukherjee","5.0 out of 5 stars","It’s very good","Very nice",""
"Suman Bhattacharya","5.0 out of 5 stars","Awesome phone","The phone is awesome. Should go for it. After returning the damaged product delivered by Amazon, purchased it from another website. The review is based on that only. Used the phone for one week now. It’s best in the lot. You will feel it.",""
"Ganraj","5.0 out of 5 stars","Best Phone ever 💚","Best phone ever 💚",""
"Samruddhi","5.0 out of 5 stars","Must Buy!!","Good camera quality.","One person found this helpful"
"Bijay anand","5.0 out of 5 stars","👑👑","The color is good.and I like it very much.👑😇👑",""
"Akhil","4.0 out of 5 stars","everything is fine other than battery","this is my first IOS device, even though it is a 60hz display it is very smooth its feel like a 90hz, camera is decent portrait mode is not good as expected, gaming performance is very good and no lags and framedrops, but the only issue i faced is battery life, even you are a normal user you will get screen time of 5 hr 30 min, but im a heavy user i need to charge it twice in a day, stereo speakers are also nice. my overall rating is 3.5/5","One person found this helpful"
"vinod","4.0 out of 5 stars","Camera and Perfomance are best","Its just looking very goog 🤗👍👍",""
"santanu Roy","5.0 out of 5 stars","Awesome Thank u amazon","Superb phone
Amazon is great.",""
"Mithun Mia","3.0 out of 5 stars","perfect product","The brand is trustworthy and the phone is beautifully design i like everything in this phone especially the camera is amazing at a price. and display is outstanding.overall an awesome luxurious experience from a luxurious brand",""
"Satish pathak","4.0 out of 5 stars","Good quality","",""
"Kanwar Ahmed","5.0 out of 5 stars","Worth of product","Nice product",""
"Ranit Kumar Dholey","5.0 out of 5 stars","Long Term Review: Excellent All Rounder Device","This is going to be a long review, sit back, relax and have a read.
I bought the iPhone 12 in May of 2021 after selling my OnePlus.
Having used the iPhone7 and XR for years, this was my third iPhone.
I have to say the iOS experience on the XR was absolutely horrible. Terrible reception, average battery and mediocre cameras forced me to move to android. I was tempted to move the 12 for all the improvements in modems, screen and the camera.
And boy was I surprised . Let’s take up the review in sections.
1. Screen: Having used a high refresh rate screen of OP8 before, I was quite sceptical about the 60hz of iPhone12 before I bought it. But, astonishingly, the iPhone12 screen is buttery smooth, courtesy of the high touch sampling rate and excellent animations. This does not feel like a 60hz display, and I cannot stress this enough. The display is EXCELLENT .
2. Camera: being a photographer who has spent half of his life travelling, I prioritise a good camera over anything else. And these are surely the most spectacular cameras that I have used on a smartphone. Excellent HDR, great details and very post processing friendly. Of course, the video is as good as it gets on a phone. Attaching some images I shot on the 12 for your reference. Trust me when I say this, you could use this for some semi professional shoot just fine, if it’s only for social media and you are not printing really big.
3. Battery: Battery on this device is not spectacular, it’s average. It will get you through the day for sure, unless you are in very long video calls two three times a day. It is good enough, on par with my OnePlus.
4. Build Quality: this is where it is head and shoulders above the competition. Rock solid, an led weirdly lightweight, this feels very, very premium.
5. Software: iOS 14 and the iOS15 have really pushed the sub par experience of ios11 away, and this software now feels smoother than ever. Great improvements. Excellent software experience, not something I could say with my XR.
Summary: Excellent device, with no complains. This could really be one of the first devices that I used which I can call perfect. Highly recommended.","74 people found this helpful"
